t0,session,day,label,fam,grade,mgrade,instr,px,first,n_eps,hold,brk,amb,dist,mfe1,mae1
1788526577000,LONDON,2026-09-04,VWAP−1σ,VWAP*,A,A,first-touch fade / magnet reference,29538.84,ambiguous_horizon,6,1,3,2,1.8400000000001455,17.909999999999854,-15.840000000000146
1788526577000,LONDON,2026-09-04,OB(bear)·4h,OB,C,C,htf confluence,29503.38,hold,5,2,2,1,33.61999999999898,4.130000000001019,-18.36999999999898
1788526577000,LONDON,2026-09-04,Supply·1h (HTF),SUPPLY,A,A,react / fade touch,29496.25,hold,4,2,1,1,40.75,0.0,-21.75
1788526577000,LONDON,2026-09-04,Demand·1h (HTF),DEMAND,A,A,discount long react,29278.0,untouched,0,0,0,0,259.0,0,0
1788526577000,LONDON,2026-09-04,ONH,ONH,A,A,sweep-reclaim short / liquidity,29720.0,untouched,0,0,0,0,183.0,0,0
1788527505000,NY,2026-09-04,VWAP−1σ,VWAP*,A,A,monitor,29531.28,break,5,2,2,1,10.970000000001164,21.279999999998836,-12.970000000001164
1788527505000,NY,2026-09-04,SWG-L·15m,SWG-L,A,A,monitor,29573.75,break,5,1,3,1,31.5,37.5,-20.0
1788527505000,NY,2026-09-04,VWAP−2σ,VWAP*,A,A,monitor,29476.08,untouched,0,0,0,0,66.16999999999825,0,0
1788527505000,NY,2026-09-04,SWG-L·5m,SWG-L,A,A,monitor,29616.25,break,6,4,2,0,74.0,18.75,-17.75
1788527505000,NY,2026-09-04,SWG-H·15m,SWG-H,A,A,monitor,29644.25,hold,6,4,2,0,102.0,0.0,-32.0
1788527505000,NY,2026-09-04,RTH-L,RTH-L,A,A,monitor,29199.25,untouched,0,0,0,0,343.0,0,0
1788527505000,NY,2026-09-04,PDL,PDL,A,A,monitor,29075.0,untouched,0,0,0,0,467.25,0,0
1788529486000,NY,2026-09-04,OR-H,OR-H,A,A,break,29611.25,hold,4,3,1,0,18.25,0.0,-45.0
1788529486000,NY,2026-09-04,OR-L,OR-L,A,A,sweep_entry,29553.75,break,3,0,2,1,39.25,22.5,0.0
1788529486000,NY,2026-09-04,VWAP−1σ,VWAP*,A,A,magnet,29532.64,break,5,2,2,1,60.36000000000058,22.639999999999418,-11.610000000000582
1788530111000,NY,2026-09-04,Supply·1h (HTF),SUPPLY,A,A,fade,29657.38,hold,2,1,1,0,20.86999999999898,1.6300000000010186,-20.61999999999898
1788530111000,NY,2026-09-04,OR-H,OR-H,A,A,sweep-reclaim,29635.0,break,2,1,1,0,43.25,41.0,-3.0
1788530111000,NY,2026-09-04,VWAP,VWAP*,A,A,reclaim,29591.02,hold,3,2,1,0,87.22999999999956,4.520000000000437,-21.479999999999563
1788537810000,NY,2026-09-04,Demand·1h (HTF),DEMAND,A,A,react,29144.5,untouched,0,0,0,0,369.75,0,0
1788537810000,NY,2026-09-04,VWAP−1σ,VWAP*,A,A,fade,29526.38,break,1,0,1,0,12.130000000001019,20.61999999999898,0.0
1788537810000,NY,2026-09-04,OB(bull)·4h (HTF),OB,A,A,target,29697.75,untouched,0,0,0,0,183.5,0,0
1788537810000,NY,2026-09-04,Demand·4h,DEMAND,C,C,death,29852.38,untouched,0,0,0,0,338.130000000001,0,0
1788539330000,NY,2026-09-04,POC,POC,A,A,magnet/fade reference,29530.63,ambiguous_horizon,1,0,0,1,23.36999999999898,4.130000000001019,-12.869999999998981
1788539330000,NY,2026-09-04,FVG·1h (HTF),FVG,A,,target,29425.12,untouched,0,0,0,0,128.88000000000102,0,0
